"GeneID","GeneName","control.Expression","treat.Expression","log2FoldChange","pvalue","padj","Up.Down.Regulation","shNC_HT29.1","shNC_HT29.2","shNC_HT29.3","shHMGA1_HT29.1","shHMGA1_HT29.2","shHMGA1_HT29.3"
"ENSG00000256576.2","LINC02361",80.39271645,70.10701747,-0.19750594,0.430280144,0.599552236,"*",2.23,2.26,2.42,2.28,1.71,2.12
"ENSG00000165359.15","INTS6L",267.1155248,247.4362924,-0.110406707,0.430647384,0.599987569,"*",2.22,2.75,2.59,2.14,1.94,2.48
"ENSG00000163739.4","CXCL1",26.23476831,20.60747161,-0.348312542,0.430665255,0.599987569,"*",0.97,1.21,1.17,1.1,0.69,0.89
"ENSG00000033178.13","UBA6",2834.0087,2742.514971,-0.047344691,0.430714661,0.600005767,"*",25.44,24.45,28.75,22.27,21.64,20.9
"ENSG00000170035.16","UBE2E3",1746.131608,1678.610001,-0.056895219,0.430798379,0.600071756,"*",56.37,62,56.66,52.99,58.64,60.41
"ENSG00000160055.19","TMEM234",87.47846809,99.55494929,0.186565084,0.430970812,0.600261296,"*",3.68,3.45,3.27,3.99,3.74,3.19
"ENSG00000204305.14","AGER",85.90811513,97.42360984,0.181477021,0.431017449,0.600275608,"*",2.68,3.15,3.19,3.5,4.8,3.22
"ENSG00000129204.16","USP6",17.70071785,23.21272893,0.391108269,0.431140603,0.600396475,"*",0.11,0.15,0.14,0.1,0.08,0.23
"ENSG00000228274.3","AL021707.2",43.87832547,52.81103576,0.267330967,0.431208515,0.600440399,"*",2.25,1.92,3.16,2.47,3.77,2.61
"ENSG00000253326.2","AL606534.4",12.29612964,16.77713165,0.448291802,0.431289674,0.60050276,"*",0.42,0.69,0.31,0.72,0.56,0.62
"ENSG00000168255.20","POLR2J3",119.4200308,133.0607351,0.156040063,0.431402307,0.600599014,"*",5.15,4.64,4.51,6.76,6.19,6.2
"ENSG00000136628.18","EPRS",8002.118497,8222.190551,0.039140815,0.431463968,0.600599014,"*",62.95,68.42,60,70.56,60.94,63.58
"ENSG00000105204.14","DYRK1B",54.97474975,64.67865903,0.234520636,0.431467945,0.600599014,"*",1.04,0.99,0.93,1.05,1.43,1.59
"ENSG00000213885.3","RPL13AP7",12.17216384,16.51976951,0.4406079,0.431573972,0.600695954,"*",1.56,1.13,1.27,1.44,2.15,2.14
"ENSG00000258568.1","RHOQP1",9.619194692,13.63462667,0.503287175,0.432189743,0.601502316,"*",1.41,0.62,1.42,1.64,2.07,1.35
"ENSG00000152291.14","TGOLN2",4189.278254,4319.954577,0.044314431,0.432295151,0.601503411,"*",22.86,23.76,20.91,23.57,22.57,23.41
"ENSG00000157999.5","ANKRD61",10.01180243,13.9566907,0.479255174,0.432299835,0.601503411,"*",0.32,0.36,0.38,0.52,0.36,0.63
"ENSG00000114784.4","EIF1B",755.6272366,720.6314406,-0.068413108,0.432231884,0.601503411,"*",36.93,38.73,36.44,37.78,35.71,36.1
"ENSG00000123454.11","DBH",13.42513169,9.545153116,-0.492095995,0.43239642,0.601587097,"*",0.18,0.11,0.11,0.1,0.1,0.09
"ENSG00000182685.7","BRICD5",88.81094901,100.1607346,0.173507594,0.432568458,0.601775737,"*",3.55,3.84,4.23,6.73,10.7,7.42
"ENSG00000185115.5","NSMCE3",948.4320631,905.7529456,-0.066426844,0.432672245,0.601818695,"*",6.91,6.96,7.52,6.46,6.98,7.15
"ENSG00000040531.14","CTNS",295.939769,317.9837508,0.103649462,0.43264389,0.601818695,"*",4.6,6.01,6.21,5.04,5.92,5.12
"ENSG00000177830.17","CHID1",1799.072997,1869.406777,0.055326804,0.43277163,0.601906221,"*",57.89,55.3,59.01,59.86,64.24,61.43
"ENSG00000082515.18","MRPL22",1022.262548,1067.937309,0.063061188,0.433068189,0.602267941,"*",42.51,45.75,50.9,49.42,50.4,49.77
"ENSG00000225756.1","DBH-AS1",31.91384535,25.8088867,-0.306314541,0.43313271,0.602306933,"*",0.58,0.54,0.65,0.43,0.5,0.51
"ENSG00000155957.17","TMBIM4",450.2231461,485.1619422,0.107826157,0.433219615,0.602377043,"*",40.57,46.08,49.21,42.4,45.58,51.4
"ENSG00000178401.16","DNAJC22",2305.733578,2380.894703,0.046277995,0.433366521,0.602530563,"*",19.03,20.7,20.05,20.66,21.49,21.6
"ENSG00000144550.13","CPNE9",9.678321822,13.61233662,0.492085916,0.43340762,0.60253696,"*",0.4,0.24,0.5,0.5,0.59,0.73
"ENSG00000259080.1","AC074091.1",14.02905574,9.544480178,-0.555679377,0.433450202,0.602545418,"*",0.25,0.28,0.5,0.47,0.14,0.13
"ENSG00000168676.11","KCTD19",19.67032528,14.95638975,-0.395258844,0.433574981,0.602668129,"*",0.15,0.18,0.14,0.28,0.14,0.1
"ENSG00000130244.12","FAM98C",510.2486269,542.5007702,0.088424791,0.434045095,0.603141894,"*",17.45,18.52,19.29,16.19,20.36,20.99
"ENSG00000142676.14","RPL11",19578.64479,20094.11892,0.037492413,0.434061957,0.603141894,"*",1701.24,1707.43,1782.08,1831.51,1806.5,1962.16
"ENSG00000109736.15","MFSD10",1657.847183,1726.837403,0.058821218,0.433957527,0.603141894,"*",40.51,41.24,44.96,42.12,45.88,46.07
"ENSG00000112218.9","GPR63",328.4089076,352.4106401,0.101764225,0.434045427,0.603141894,"*",2.13,2.03,1.78,1.91,2.17,2.34
"ENSG00000164438.6","TLX3",70.11386966,60.44120436,-0.214167453,0.434125419,0.603162268,"*",2.08,1.53,2.22,1.57,1.73,1.79
"ENSG00000036549.13","AC118549.1",1657.608944,1589.545189,-0.060489662,0.43414969,0.603162268,"*",16.6,15.69,14.86,14.49,15.48,15.53
"ENSG00000264577.1","AC010761.2",71.46024427,60.82472682,-0.23248291,0.434254921,0.603186139,"*",3.73,4.6,3.77,4.45,2.23,3.83
"ENSG00000160396.8","HIPK4",16.15491414,11.84480947,-0.447718091,0.434208166,0.603186139,"*",0.22,0.22,0.33,0.14,0.24,0.19
"ENSG00000142675.18","CNKSR1",622.4179832,655.179829,0.074007197,0.43427982,0.603186139,"*",15.04,18.31,14.89,17.58,14.17,15.64
"ENSG00000198723.11","TEX45",15.37612899,11.20756877,-0.456218992,0.43431302,0.603186139,"*",1.73,1.5,0.97,0.9,0.76,1.27
"ENSG00000107874.11","CUEDC2",2485.090586,2575.818279,0.051732375,0.434436341,0.603270857,"*",110.57,120.18,120.73,114.25,127.62,125.35
"ENSG00000189280.3","GJB5",123.0453723,109.5849719,-0.167140433,0.434447103,0.603270857,"*",3.96,3.35,4.55,3.1,4,3.62
"ENSG00000149798.5","CDC42EP2",355.0108807,318.0745711,-0.158498204,0.434529065,0.603333923,"*",7.24,6.73,7.84,3.99,8.99,6.83
"ENSG00000205670.11","SMIM11A",194.8551652,253.6714988,0.38055926,0.434755535,0.603597605,"*",15.65,3.76,10.44,12.77,19.23,10.75
"ENSG00000136810.13","TXN",4764.175813,4620.486008,-0.044182044,0.434836071,0.603658652,"*",357.66,357.45,384.93,357.69,363.11,376.07
"ENSG00000203817.5","FAM72C",147.137801,161.8026638,0.137067425,0.434876945,0.603664634,"*",5.25,5.37,5.27,6.53,5.62,5.64
"ENSG00000259185.1","AC090971.1",34.80787396,28.06587498,-0.310596661,0.434937292,0.603697642,"*",6.98,4.28,4.93,3.91,4.95,5.17
"ENSG00000179218.13","CALR",32652.94148,31705.98098,-0.042457946,0.435012148,0.603750782,"*",679.35,691.29,734.63,649.82,723.91,692.87
"ENSG00000172014.12","ANKRD20A4",60.94557594,52.09558554,-0.226360372,0.435162901,0.603909241,"*",0.61,0.52,0.62,0.66,0.42,0.63
"ENSG00000181666.18","HKR1",341.7212161,317.5938467,-0.105636861,0.435414518,0.604207638,"*",6.76,8.11,7.37,5.66,6.7,7.29
"ENSG00000171443.7","ZNF524",158.038092,173.280566,0.132837526,0.43571094,0.604568155,"*",6.12,6.83,6.32,6.06,8.39,6.76
"ENSG00000271933.1","AL603756.1",11.67071305,8.016764332,-0.54180074,0.435787656,0.604572977,"*",0.21,0.22,0.22,0.25,0.09,0.11
"ENSG00000184492.6","FOXD4L1",19.4007893,25.09343857,0.371194829,0.435764652,0.604572977,"*",0.26,0.43,0.23,0.33,0.55,0.34
"ENSG00000183530.14","PRR14L",2814.193692,2715.614215,-0.051443086,0.436307459,0.605219375,"*",11.37,11.14,10.01,10.32,10.46,11.27
"ENSG00000161036.13","LRWD1",1394.524733,1453.981928,0.060235816,0.436326913,0.605219375,"*",27,30,31.32,27.4,32.04,33.39
"ENSG00000237883.1","DGUOK-AS1",74.54671391,84.87843608,0.187253316,0.436508301,0.605284462,"*",9.33,9.27,11.13,11.37,11.76,11.84
"novel.24201","novel.24201",221.5646416,199.6052736,-0.150577829,0.436520492,0.605284462,"*",2.13,1.63,2.61,2.1,2.11,1.61
"ENSG00000166676.16","TVP23A",10.62239595,14.57991869,0.456873462,0.436510547,0.605284462,"*",0.14,0.14,0.12,0.17,0.16,0.24
"ENSG00000266402.3","SNHG25",30.78110288,24.4948885,-0.329564199,0.436499595,0.605284462,"*",29.07,33.06,25.24,23.57,36.22,24.18
"ENSG00000196655.11","TRAPPC4",1156.762737,1207.805462,0.062295118,0.436772998,0.605532871,"*",45.31,56.73,56.58,56.06,59.09,55.61
"ENSG00000267251.2","AC139100.1",8.128535967,11.66556194,0.521188368,0.436747985,0.605532871,"*",0.15,0.37,0.23,0.39,0.25,0.3
"ENSG00000136856.17","SLC2A8",324.047626,346.1233528,0.095080418,0.436836889,0.605570594,"*",8.42,9.28,9.19,8.95,10.27,11.2
"ENSG00000171811.14","CFAP46",50.61279512,60.19457751,0.250131381,0.436889421,0.605592565,"*",1.25,0.81,1.22,1.28,1.77,0.82
"ENSG00000128271.22","ADORA2A",134.6239904,121.3813918,-0.149388258,0.437055305,0.605720788,"*",2.58,2.87,2.4,2.71,2.3,2.59
"ENSG00000167992.13","VWCE",58.61647653,50.03219976,-0.228449365,0.437050376,0.605720788,"*",1.48,1.34,1.27,0.61,1.13,1.43
"ENSG00000099337.5","KCNK6",616.4400911,584.659625,-0.076363727,0.437110184,0.605745994,"*",4.09,3.94,3.98,3.62,4.06,3.84
"ENSG00000163840.10","DTX3L",1001.186079,957.7099123,-0.064049497,0.437166202,0.605772773,"*",6.12,6.64,6.1,6.28,5.72,6.21
"ENSG00000160963.14","COL26A1",19.78565035,15.0668843,-0.393073376,0.437206047,0.60577714,"*",0.2,0.27,0.29,0.21,0.19,0.18
"ENSG00000164151.12","ICE1",2834.823656,2737.111438,-0.05060482,0.437346815,0.605921331,"*",13.83,14.75,12.37,13.52,13.95,13.33
"ENSG00000165091.17","TMC1",14.52481052,19.24117624,0.405677653,0.437573504,0.606184524,"*",0.26,0.32,0.17,0.35,0.45,0.57
"ENSG00000172840.6","PDP2",902.6087334,959.5915855,0.088319769,0.437687235,0.606284615,"*",8.22,8.14,8.4,7.03,9.27,7.19
"ENSG00000225973.4","PIGBOS1",284.4634548,264.5204983,-0.104863796,0.437719203,0.606284615,"*",15.47,17.81,16.21,13.81,16.49,16.26
"ENSG00000188738.15","FSIP2",97.16289742,85.5519595,-0.183604613,0.437897126,0.606480172,"*",1.35,1.36,1.22,1.43,1.11,0.93
"ENSG00000153827.13","TRIP12",6570.149877,6761.64576,0.041448154,0.43793951,0.606487993,"*",47.3,53.21,43.02,47.94,46.01,44.68
"ENSG00000002079.14","MYH16",40.31935599,33.30374682,-0.275788099,0.438014253,0.606540622,"*",0.52,0.3,0.63,0.38,0.4,0.74
"ENSG00000138400.13","MDH1B",134.8793431,149.1125688,0.144732453,0.438053152,0.606543612,"*",2.56,3.44,2.64,3.73,3.06,3.01
"ENSG00000129187.14","DCTD",2093.137228,2177.776095,0.057188734,0.438122609,0.606588909,"*",42.3,44.36,46.27,44.97,46.82,43.22
"ENSG00000081014.11","AP4E1",667.1852466,633.5535378,-0.074620849,0.438408563,0.606933918,"*",4.07,3.58,3.59,3.81,3.41,3.43
"ENSG00000157782.9","CABP1",32.28003373,26.20479837,-0.300811078,0.438643718,0.607106736,"*",0.75,0.68,0.8,0.67,0.58,0.75
"ENSG00000180581.7","SRP9P1",25.9094114,12.78395401,-1.019142118,0.438578445,0.607106736,"*",36.49,24.06,41.04,35.43,24.2,0
"ENSG00000267374.1","AC016205.1",75.89157783,66.0914571,-0.199475987,0.438619305,0.607106736,"*",1.26,1.2,1.46,1.34,1.03,1.11
"ENSG00000186976.15","EFCAB6",18.12521251,13.65336707,-0.408741131,0.438700514,0.607134444,"*",0.2,0.38,0.31,0.18,0.09,0.15
"ENSG00000268584.1","AC073389.1",11.26731511,15.31636097,0.44292979,0.43896217,0.607445639,"*",0.8,0.7,0.8,1,1.25,0.95
"ENSG00000165338.16","HECTD2",207.6510538,188.4260161,-0.140163021,0.439174853,0.607689016,"*",2.28,2.27,1.81,2.1,2.22,1.52
"ENSG00000168993.15","CPLX1",179.4518976,197.2097938,0.136134022,0.43929217,0.607800405,"*",5.92,6.28,5.06,4.82,6.18,4.78
"ENSG00000152700.14","SAR1B",1193.888953,1147.544431,-0.057118641,0.439358076,0.607814937,"*",21.67,20.22,21.31,19.96,21.29,18.24
"ENSG00000085377.14","PREP",3587.905583,3488.036089,-0.040726958,0.439376307,0.607814937,"*",34.67,34.81,34.23,33.72,33.47,33.99
"ENSG00000188647.13","PTAR1",1984.68107,1907.927356,-0.056900949,0.439552385,0.608007567,"*",8.51,8.07,7.77,7.84,7.27,7.38
"ENSG00000099999.14","RNF215",555.119558,526.2269917,-0.077113273,0.439695211,0.608124076,"*",12.18,10.88,11.4,11.32,11.28,10.59
"ENSG00000116337.16","AMPD2",1463.372366,1407.721352,-0.055935129,0.439710285,0.608124076,"*",20.17,21.41,23.49,20.34,20.96,21.31
"ENSG00000178700.7","DHFR2",210.5460765,193.053089,-0.125138353,0.439801365,0.608199091,"*",2.52,1.9,2.06,1.58,2.33,2.02
"ENSG00000143355.16","LHX9",14.03113843,9.993566664,-0.489560501,0.439906915,0.60824897,"*",0.12,0.18,0.27,0.16,0.1,0.15
"ENSG00000258405.10","ZNF578",23.12048433,18.01737924,-0.359782444,0.439911121,0.60824897,"*",0.14,0.1,0.12,0.09,0.09,0.11
"ENSG00000255073.8","ZFP91-CNTF",13.98319979,27.71544897,0.986995847,0.440070089,0.608417812,"*",0.41,0.36,0,0.64,0.65,0.47
"ENSG00000122912.15","SLC25A16",351.591934,374.8111033,0.092261718,0.440553577,0.609035254,"*",5.67,3.78,4.17,4.76,4.04,4.55
"ENSG00000198169.9","ZNF251",814.7674537,863.0014051,0.082974556,0.440822128,0.609336139,"*",10.65,11.36,11.42,10.21,13.92,12.78
"ENSG00000104413.17","ESRP1",6549.701993,6770.128137,0.047753873,0.440845045,0.609336139,"*",72.73,71.35,68.53,80.12,68.6,73.08
"ENSG00000070761.8","CFAP20",1381.464746,1328.475354,-0.056427284,0.441186113,0.609756512,"*",46.74,49.99,49.39,51.41,45.19,47.53
"ENSG00000264920.1","AC018521.5",130.5836697,151.3036499,0.2124723,0.44131503,0.60988363,"*",8.06,8.5,8.28,9.92,9.28,9
"ENSG00000251079.2","BMS1P2",90.77819054,103.2522361,0.185755389,0.441358114,0.609892116,"*",2.21,2.1,1.67,2.6,2.53,1.76
"ENSG00000182568.17","SATB1",388.5639915,364.4738954,-0.092336723,0.442085,0.610845436,"*",5.37,5.33,3.1,3.92,4.06,4.12
"ENSG00000135747.11","ZNF670-ZNF695",13.66510871,18.22316179,0.415276357,0.442438144,0.611251018,"*",0.17,0.24,0.21,0.36,0.22,0.25
"ENSG00000162738.6","VANGL2",37.10689522,45.19069312,0.284338391,0.442452581,0.611251018,"*",0.16,0.24,0.36,0.33,0.31,0.28
"ENSG00000242110.8","AMACR",220.943285,239.1697209,0.11435867,0.442515813,0.611287219,"*",4.08,4.87,4.87,4.83,4.74,5.63
"ENSG00000116353.15","MECR",777.6707165,818.184867,0.073267439,0.442682852,0.611364498,"*",25.27,24.65,28.22,25.43,30.97,27.85
"ENSG00000269893.7","SNHG8",1215.219199,1154.419983,-0.07404839,0.44264598,0.611364498,"*",204.15,212.37,208.9,175.55,218.46,209.28
"ENSG00000162585.17","FAAP20",1148.566359,1215.505709,0.081722458,0.442652689,0.611364498,"*",65.62,63.09,77.78,63.06,77.97,79.31
"ENSG00000116670.15","MAD2L2",2330.962933,2418.963516,0.053462947,0.442761912,0.611422535,"*",102.26,106.94,113.78,107.78,112.41,123.01
"ENSG00000128604.20","IRF5",526.9577046,498.3721583,-0.080463697,0.442835397,0.611425124,"*",9.65,9.69,8.84,8.93,10.08,11.15
"ENSG00000080644.16","CHRNA3",29.38605663,35.87530028,0.287859133,0.442837859,0.611425124,"*",0.88,0.58,0.7,0.38,0.9,1.09
"ENSG00000122966.16","CIT",3047.025581,2898.315824,-0.072186801,0.442974599,0.611529822,"*",16.3,15,15.08,18.5,12.37,14.93
"ENSG00000163602.10","RYBP",1452.20257,1395.126188,-0.057847093,0.442987772,0.611529822,"*",7.37,7.44,6.71,6.38,7.2,7.22
"ENSG00000106333.13","PCOLCE",103.2673277,91.97331666,-0.167096607,0.443136312,0.611683727,"*",7.21,5.96,6.74,4.73,5.96,5.98
"ENSG00000101882.10","NKAP",674.5913344,641.8527736,-0.071771372,0.443361469,0.611836627,"*",12.75,11.85,12.65,11.18,11.47,12.11
"ENSG00000175348.11","TMEM9B",1153.465912,1109.411875,-0.056180297,0.443306035,0.611836627,"*",26.58,26.84,27.01,25.31,26.87,26.6
"ENSG00000115504.14","EHBP1",2901.962872,2809.499097,-0.046716125,0.443361154,0.611836627,"*",34.49,34.42,31.34,32.76,33.65,36.25
"ENSG00000151353.15","TMEM18",688.3628516,723.1022379,0.071030399,0.443395324,0.611836627,"*",15.36,16.11,16.04,14.74,15.88,14.96
"ENSG00000215717.6","TMEM167B",923.0396257,878.7163436,-0.070995056,0.44344757,0.611857579,"*",13.42,16.54,12.44,12.92,13.4,13.97
"ENSG00000260526.1","AC109347.1",38.2221916,31.45630163,-0.281061442,0.443564832,0.611917089,"*",0.63,0.95,0.67,0.66,0.65,0.56
"ENSG00000125246.15","CLYBL",371.5636349,346.5490431,-0.100549776,0.443559496,0.611917089,"*",11.73,13.49,12.23,10.91,13.4,10.88
"ENSG00000182185.18","RAD51B",186.7120615,204.0820859,0.128334422,0.443700852,0.61205359,"*",5.71,5.33,5.49,10.35,5.78,8.15
"ENSG00000003147.19","ICA1",411.4462611,384.8624549,-0.096361076,0.443739779,0.612056146,"*",9.44,9.43,10.33,8.93,10.17,11.44
"ENSG00000173156.7","RHOD",653.7334204,620.8742221,-0.074401419,0.444074716,0.612415795,"*",25.38,29.92,29.03,25.71,28.23,27.7
"ENSG00000138185.20","ENTPD1",936.6493013,891.2038369,-0.071753533,0.444043979,0.612415795,"*",2.78,2.71,2.42,2.76,2.41,2.38
"ENSG00000186687.16","LYRM7",818.7930828,860.5514098,0.071762468,0.444307417,0.612595906,"*",6.2,4.57,5.37,8.07,5.96,8.52
"ENSG00000124275.14","MTRR",734.6415851,696.0682574,-0.077811778,0.444261585,0.612595906,"*",16.38,17.86,14.15,15.33,18.73,13.46
"ENSG00000226650.5","KIF4B",21.34174596,26.85988334,0.331774831,0.444323528,0.612595906,"*",0.15,0.23,0.16,0.21,0.25,0.22
"ENSG00000261556.9","SMG1P7",26.19231983,32.30227478,0.302491922,0.444353745,0.612595906,"*",0.78,0.9,0.98,1.44,1.16,1.07
"ENSG00000104412.8","EMC2",1037.36217,993.9766103,-0.061635856,0.444432079,0.612652738,"*",53.96,53.5,49.89,48.07,48.04,45.69
"ENSG00000130653.16","PNPLA7",47.04125396,39.58572154,-0.24894637,0.444566586,0.612786989,"*",0.44,0.37,0.38,0.42,0.37,0.4
"ENSG00000171757.15","LRRC34",14.46236556,19.07044174,0.399034714,0.444631021,0.612824639,"*",0.18,0.15,0.13,0.2,0.26,0.32
"ENSG00000196167.9","COLCA1",16.14325894,21.17945337,0.3917335,0.445253793,0.613604726,"*",0.07,0.08,0.07,0.11,0.05,0.12
"ENSG00000197429.10","IPP",1076.880146,1032.847035,-0.060231085,0.445308512,0.613604726,"*",8.38,9.79,7.74,8.18,8.44,7.4
"ENSG00000285853.1","AL137802.3",26.0089066,20.35988829,-0.353276105,0.44530798,0.613604726,"*",0.8,0.46,0.9,0.49,0.68,0.54
"ENSG00000112394.17","SLC16A10",305.7882124,282.9008141,-0.112236466,0.445428095,0.613667063,"*",3.94,2.87,2.93,2.57,2.18,3.51
"ENSG00000130340.15","SNX9",2660.477585,2743.021861,0.044080871,0.445417377,0.613667063,"*",23.67,23.14,23.03,24.73,23.6,24.26
"ENSG00000279821.1","AC145098.2",32.33032592,38.96638842,0.269342171,0.445557817,0.613794559,"*",0.38,0.45,0.4,0.52,0.52,0.44
"ENSG00000217801.10","AL390719.1",199.468716,182.5375838,-0.127968956,0.445713831,0.613919217,"*",12.32,12.41,11.35,10.14,13.36,11.88
"ENSG00000168778.12","TCTN2",545.193809,574.5550067,0.075675841,0.445722681,0.613919217,"*",7.84,7.74,7.86,8.84,8.43,8.58
"ENSG00000245317.2","AC008393.1",12.59935675,8.973154759,-0.489662881,0.446049246,0.614317761,"*",0.38,0.36,0.38,0.36,0.24,0.2
"ENSG00000151065.14","DCP1B",471.2743762,498.0755092,0.079797232,0.446455358,0.614825785,"*",9.63,9.17,9.05,10.21,9.5,10.54
"novel.19068","novel.19068",45.63771559,38.34228952,-0.251290092,0.446563771,0.614879419,"*",1.27,1.17,1.01,0.85,1.17,0.94
"ENSG00000279573.1","AC134407.2",22.08506233,16.79398958,-0.395125906,0.446568795,0.614879419,"*",0.61,0.28,0.48,0.43,0.25,0.39
"ENSG00000124493.13","GRM4",160.6013433,146.5868131,-0.131728635,0.44674754,0.614920388,"*",1.4,1.43,1.65,1.26,1.38,1.29
"ENSG00000107140.16","TESK1",762.4164428,726.1408849,-0.070329749,0.446739296,0.614920388,"*",13.03,13.3,14,12.6,15.88,13.6
"ENSG00000132196.14","HSD17B7",492.0777782,466.1414991,-0.07811841,0.446725973,0.614920388,"*",15.98,16.72,18.78,14.83,14.43,15.13
"ENSG00000198146.4","ZNF770",2588.923234,2688.401299,0.054396318,0.446646375,0.614920388,"*",18.29,18.91,15.6,19.33,18.27,18.16
"ENSG00000172893.15","DHCR7",2837.683358,2730.843805,-0.055366817,0.44702552,0.615122852,"*",58.53,52.35,55.73,48.35,54.25,43.67
"ENSG00000185262.9","UBALD2",1245.401655,1090.613764,-0.191470833,0.447043672,0.615122852,"*",37.35,35.49,38.3,42.45,23.17,35.12
"ENSG00000175691.9","ZNF77",184.9877366,201.8824195,0.126085649,0.44697677,0.615122852,"*",3.74,3.85,3.7,3.58,3.85,4.79
"ENSG00000188112.9","C6orf132",652.8764787,616.9127175,-0.081743679,0.447027346,0.615122852,"*",5.75,5.78,6.1,5.43,6.37,5.68
"ENSG00000164074.15","ABHD18",406.64392,383.3941749,-0.084937626,0.447160886,0.615232858,"*",5.12,4.62,4.45,4.19,4.39,4.05
"ENSG00000161013.17","MGAT4B",2967.832918,3068.910222,0.048316568,0.447233422,0.61528138,"*",58.51,58.71,65.53,57.42,67.13,62.31
"ENSG00000164070.12","HSPA4L",1687.832521,1610.802958,-0.06739173,0.447604314,0.615740324,"*",13.69,12.33,11.05,13.62,11.49,13.07
"ENSG00000135945.10","REV1",883.8350157,921.9077724,0.060845342,0.44765825,0.615763211,"*",13.31,12.67,10.46,12.49,11.44,13.43
"ENSG00000117691.10","NENF",1143.3621,1091.197723,-0.067369835,0.447707376,0.615779478,"*",63.23,59.78,66.74,55.48,66.7,62.89
"ENSG00000131013.3","PPIL4",1277.111612,1327.945607,0.056311442,0.447842936,0.615914614,"*",22.61,22.7,22.79,24.26,22.36,24.85
"ENSG00000171488.15","LRRC8C",956.1615353,910.4955855,-0.070602347,0.44799007,0.615970861,"*",5.06,5.15,4.6,5.22,4.26,4.74
"ENSG00000229589.1","ACVR2B-AS1",20.83925969,15.81622117,-0.397899076,0.447995768,0.615970861,"*",0.37,0.25,0.35,0.19,0.17,0.38
"ENSG00000160908.15","ZNF394",573.3462482,602.6725872,0.071967788,0.447969174,0.615970861,"*",11.17,11.46,10.82,12.24,11.83,12.83
"ENSG00000168803.15","ADAL",124.3143407,137.6037699,0.146527263,0.448161309,0.616102301,"*",2.39,2.37,2.03,2.79,2.66,2.22
"ENSG00000182054.9","IDH2",2402.727148,2477.252182,0.044067915,0.448166002,0.616102301,"*",50.97,49.62,52.07,52.01,56.67,53.72
"ENSG00000137261.14","KIAA0319",85.8440977,74.2717411,-0.208905545,0.448301207,0.616214342,"*",0.49,0.48,0.48,0.6,0.28,0.36
"ENSG00000243725.7","TTC4",1210.484682,1160.298015,-0.061089422,0.448322155,0.616214342,"*",29.52,28.48,26.91,24.82,24.3,28.52
"ENSG00000197332.8","AC008543.1",34.58151586,41.48208935,0.262487451,0.448389278,0.616255294,"*",0.34,0.38,0.44,0.45,0.41,0.53
"ENSG00000041988.15","THAP3",291.2387657,315.3912407,0.114940193,0.448504495,0.616311965,"*",10.17,8.92,11.99,10.46,13.65,11.22
"ENSG00000169372.13","CRADD",214.1331578,197.5246008,-0.116475864,0.448505176,0.616311965,"*",8.5,9.91,8.39,8.05,8.86,7.84
"ENSG00000139168.8","ZCRB1",1027.914944,982.6979185,-0.064900987,0.448595533,0.616333526,"*",37.56,33.56,30.01,26.84,34.75,33.58
"ENSG00000162814.11","SPATA17",46.31005933,54.24430045,0.228145953,0.448565506,0.616333526,"*",1.6,1.15,0.53,1.02,1.52,0.98
"ENSG00000129559.13","NEDD8",2956.787841,3054.236452,0.046781027,0.448941855,0.616758016,"*",295,302.86,327.75,326.84,326.91,337.51
"ENSG00000198715.13","GLMP",532.3276583,566.7652523,0.090436784,0.449047038,0.616851186,"*",14.88,15.79,17.36,14.01,18.83,17.94
"ENSG00000215712.10","TMEM242",665.0772008,700.1173949,0.074075037,0.449169413,0.616967954,"*",6.62,6.25,7.13,7.04,6.41,7.4
"ENSG00000272578.5","AP000347.1",133.3313361,119.0787257,-0.163100201,0.449418528,0.617258775,"*",2.5,2.29,2.64,1.6,1.67,2.56
"ENSG00000121578.13","B4GALT4",690.1771606,658.5072835,-0.067767335,0.449456377,0.617259407,"*",14.23,14.04,12.66,12.43,13.28,13.11
"ENSG00000164406.7","LEAP2",26.70673668,21.31100416,-0.325605129,0.449892947,0.617700633,"*",0.71,0.61,0.86,0.32,0.56,0.65
